id,hour,기온,강수확률,풍속,습도,가시성,오존,pm10,pm2.5,count,busy_hour
823,12,22.3,0.0,2.8,51.0,575,0.037,59,29,121.0,0
842,12,18.4,0.0,2.9,51.0,1870,0.037,56,14,122.0,0
849,12,15.5,0.0,2.2,25.0,1987,0.029,71,30,113.0,0
873,12,16.2,0.0,2.9,57.0,946,0.027,59,29,108.0,0
909,12,17.6,0.0,1.7,42.0,1712,0.034,72,28,140.0,0
988,12,20.6,0.0,2.1,62.0,1330,0.045,38,24,105.0,0
1021,12,13.3,0.0,2.1,42.0,1909,0.013,87,29,82.0,0
1087,12,23.1,0.0,1.5,34.0,1352,0.052,78,41,134.0,0
1094,12,17.9,1.0,2.0,51.0,1997,0.007,73,40,2.0,0
1105,12,19.1,0.0,3.9,24.0,1890,0.058,48,22,105.0,0
1121,12,19.1,0.0,1.7,59.0,842,0.016,68,26,115.0,0
1160,12,13.1,0.0,4.6,14.0,1910,0.041,58,11,96.0,0
1201,12,18.0,0.0,3.1,16.0,2000,0.042,24,17,98.0,0
1202,12,19.7,0.0,2.4,41.0,732,0.022,75,38,121.0,0
1275,12,25.5,0.0,1.5,31.0,2000,0.022,31,18,112.0,0
1302,12,25.0,0.0,3.1,31.0,1840,0.047,48,26,136.0,0
1309,12,24.5,0.0,3.1,34.0,1839,0.044,43,24,150.0,0
1426,12,9.9,0.0,2.0,57.0,1933,0.03,19,29,78.0,0
1509,12,18.7,0.0,4.6,34.0,1812,0.045,51,22,125.0,0
1519,12,25.0,0.0,1.8,27.0,2000,0.049,25,14,153.0,0
1573,12,17.4,0.0,2.8,74.0,1167,0.035,36,25,61.0,0
1608,12,14.7,0.0,2.3,65.0,399,0.017,69,59,101.0,0
1639,12,15.3,0.0,3.5,27.0,1900,0.041,67,21,129.0,0
1645,12,17.0,0.0,4.2,24.0,1987,0.036,59,29,146.0,0
1669,12,18.9,0.0,2.0,30.0,1600,0.054,58,29,148.0,0
1717,12,21.4,0.0,2.8,44.0,1375,0.044,61,37,116.0,0
1746,12,25.2,0.0,1.7,30.0,1665,0.028,60,36,117.0,0
1781,12,16.9,0.0,1.2,29.0,826,0.019,83,69,96.0,0
1784,12,16.6,0.0,1.9,44.0,1579,0.034,48,21,105.0,0
1812,12,18.1,0.0,3.5,17.0,1996,0.046,34,17,137.0,0
1823,12,19.5,0.0,2.1,32.0,2000,0.036,23,12,135.0,0
1853,12,10.2,0.0,2.8,91.0,634,0.019,26,25,60.0,0
1863,12,23.5,0.0,3.4,48.0,1663,0.026,33,22,151.0,0
1876,12,19.5,0.0,1.5,53.0,1684,0.03,40,17,124.0,0
1884,12,22.8,0.0,2.5,37.0,1961,0.036,32,17,165.0,0
2000,12,12.3,0.0,2.0,41.0,1332,0.025,43,39,149.0,0
2002,12,20.7,0.0,2.7,70.0,625,0.053,68,39,93.0,0
2008,12,17.1,0.0,5.6,52.0,2000,0.043,39,32,139.0,0
2088,12,24.0,0.0,1.5,34.0,838,0.037,96,47,94.0,0
2102,12,16.0,0.0,2.3,39.0,1834,0.034,39,23,121.0,0
2109,12,25.6,0.0,1.8,29.0,869,0.032,73,33,129.0,0
6,13,20.1,0.0,1.4,48.0,916,0.042,73,40,159.0,0
29,13,14.0,1.0,2.8,42.0,1518,0.03,49,37,5.0,0
33,13,22.6,0.0,3.3,41.0,987,0.046,64,39,208.0,0
64,13,19.8,0.0,1.8,29.0,1943,0.041,62,26,155.0,0
74,13,20.2,0.0,2.9,23.0,1304,0.065,43,18,110.0,0
92,13,13.5,0.0,3.2,32.0,1758,0.042,41,37,172.0,0
103,13,25.3,0.0,2.4,31.0,1893,0.034,59,32,137.0,0
109,13,24.7,0.0,2.2,48.0,1926,0.036,26,18,121.0,0
203,13,19.3,0.0,3.2,52.0,929,0.011,126,37,148.0,0
229,13,26.4,0.0,4.1,27.0,1943,0.061,44,23,92.0,0
240,13,22.6,0.0,4.2,55.0,1486,0.046,32,23,115.0,0
277,13,18.2,0.0,2.7,39.0,1678,0.039,55,21,138.0,0
282,13,21.4,0.0,1.8,54.0,737,0.032,77,28,114.0,0
379,13,24.0,0.0,3.5,49.0,1986,0.051,42,29,119.0,0
402,13,15.8,0.0,2.5,61.0,455,0.02,75,66,141.0,0
468,13,19.4,0.0,4.9,55.0,1449,0.055,53,28,108.0,0
505,13,16.8,0.0,7.5,43.0,2000,0.053,55,17,3.0,0
517,13,10.3,0.0,1.4,89.0,599,0.022,27,26,55.0,0
541,13,26.3,0.0,2.0,42.0,1502,0.037,53,33,114.0,0
583,13,27.3,0.0,2.7,26.0,836,0.055,77,40,189.0,0
587,13,20.6,0.0,1.7,48.0,1813,0.035,40,18,107.0,0
669,13,21.6,0.0,3.5,34.0,990,0.037,78,40,184.0,0
683,13,19.4,0.0,2.5,16.0,2000,0.045,27,14,122.0,0
701,13,22.3,0.0,3.7,49.0,1819,0.057,38,22,118.0,0
710,13,19.0,0.0,1.9,28.0,697,0.045,87,78,88.0,0
755,13,17.7,0.0,2.4,50.0,1129,0.036,59,29,114.0,0
786,13,19.0,0.0,3.2,49.0,2000,0.04,55,17,122.0,0
834,13,14.3,0.0,4.5,14.0,2000,0.044,61,14,88.0,0
915,13,18.2,0.0,4.8,21.0,2000,0.046,59,29,104.0,0
1017,13,16.3,0.0,1.8,22.0,1975,0.034,56,25,71.0,0
1070,13,20.2,0.0,3.6,32.0,2000,0.043,20,12,107.0,0
1081,13,19.5,0.0,3.7,12.0,2000,0.046,21,14,111.0,0
1119,13,24.7,0.0,3.4,35.0,1492,0.063,54,32,104.0,0
1154,13,25.4,0.0,1.7,30.0,974,0.045,95,47,132.0,0
1206,13,23.0,0.0,3.4,36.0,2000,0.044,49,26,97.0,0
1229,13,25.6,0.0,3.8,32.0,1965,0.06,32,19,167.0,0
1271,13,19.1,0.0,5.2,18.0,1450,0.044,165,17,87.0,0
1353,13,23.6,0.0,3.4,36.0,1970,0.042,33,21,221.0,0
1360,13,24.5,0.0,3.5,38.0,773,0.045,59,29,161.0,0
1370,13,18.7,0.0,3.2,35.0,1631,0.047,50,32,91.0,0
1476,13,26.1,0.0,3.7,29.0,1890,0.067,38,21,173.0,0
1480,13,25.5,0.0,3.7,32.0,1841,0.057,37,22,143.0,0
1484,13,16.6,0.0,3.7,60.0,1328,0.043,36,25,12.0,0
1543,13,26.2,0.0,2.6,38.0,1610,0.025,41,26,91.0,0
1564,13,21.2,0.0,4.2,26.0,1542,0.056,129,27,108.0,0
1570,13,20.5,0.0,2.8,22.0,1959,0.064,51,26,214.0,0
1576,13,26.0,0.0,3.3,40.0,1766,0.053,38,23,173.0,0
1592,13,26.7,0.0,2.8,34.0,1687,0.052,53,31,91.0,0
1597,13,23.2,0.0,3.7,45.0,527,0.069,225,61,91.0,0
1672,13,20.1,0.0,5.0,32.0,1586,0.055,52,24,134.0,0
1702,13,27.1,0.0,2.3,48.0,761,0.064,75,47,86.0,0
1716,13,18.3,0.0,4.4,46.0,1996,0.053,14,15,184.0,0
1754,13,15.8,0.0,6.3,27.0,2000,0.044,59,29,106.0,0
1779,13,18.6,0.0,6.0,43.0,1980,0.046,58,16,188.0,0
1796,13,15.7,0.0,3.3,37.0,526,0.047,105,90,75.0,0
1914,13,20.8,0.0,2.2,70.0,570,0.045,68,40,83.0,0
1929,13,17.9,0.0,3.4,67.0,1467,0.038,42,28,70.0,0
1962,13,24.7,0.0,2.4,30.0,1461,0.063,77,39,199.0,0
2092,13,15.5,0.0,1.3,33.0,1716,0.018,82,28,80.0,0
2113,13,11.7,0.0,4.4,51.0,2000,0.037,22,22,103.0,0
20,14,17.2,0.0,2.1,32.0,1571,0.025,64,19,83.0,0
53,14,20.8,0.0,4.6,18.0,2000,0.071,38,22,258.0,0
79,14,19.4,0.0,5.7,40.0,1971,0.05,61,16,268.0,0
131,14,20.1,0.0,4.9,52.0,1331,0.063,53,28,130.0,0
138,14,22.0,0.0,5.5,57.0,1105,0.054,44,24,41.0,0
187,14,28.4,0.0,3.4,44.0,819,0.082,78,52,97.0,0
262,14,18.8,0.0,3.8,23.0,2000,0.047,40,14,113.0,0
316,14,23.4,0.0,2.6,43.0,844,0.047,71,46,229.0,0
337,14,17.8,0.0,2.7,56.0,524,0.025,72,59,203.0,0
365,14,23.1,0.0,3.6,44.0,620,0.08,237,62,91.0,0
400,14,27.2,0.0,2.0,36.0,1299,0.041,51,31,118.0,0
425,14,26.4,0.0,3.5,32.0,1911,0.067,29,18,229.0,0
434,14,20.0,0.0,1.9,44.0,930,0.034,124,39,156.0,0
477,14,26.8,0.0,4.2,28.0,1514,0.086,60,36,102.0,0
513,14,13.2,1.0,4.7,81.0,604,0.053,52,19,27.0,0
542,14,14.6,0.0,6.7,14.0,2000,0.048,59,11,93.0,0
552,14,17.2,0.0,3.5,28.0,1970,0.048,64,18,131.0,0
558,14,14.2,0.0,3.1,27.0,1564,0.053,49,46,186.0,0
707,14,11.2,0.0,2.7,80.0,1013,0.03,25,25,75.0,0
708,14,18.5,0.0,3.5,33.0,1636,0.041,68,25,121.0,0
722,14,24.6,0.0,2.6,32.0,1867,0.052,47,27,101.0,0
760,14,21.0,0.0,2.1,71.0,575,0.039,74,43,88.0,0
828,14,26.8,0.0,2.7,30.0,1835,0.078,40,24,180.0,0
880,14,27.1,0.0,2.2,29.0,856,0.055,88,42,113.0,0
892,14,18.8,0.0,3.7,53.0,1973,0.036,61,32,108.0,0
894,14,14.4,1.0,3.5,79.0,1395,0.039,41,28,1.0,0
898,14,26.3,0.0,2.1,25.0,1667,0.071,74,39,154.0,0
904,14,20.4,0.0,2.7,22.0,2000,0.049,45,19,235.0,0
958,14,20.9,0.0,5.3,29.0,1599,0.055,58,23,140.0,0
970,14,12.9,0.0,2.8,39.0,2000,0.046,19,29,164.0,0
973,14,26.7,0.0,1.2,37.0,1397,0.038,45,29,132.0,0
1012,14,23.2,0.0,6.0,42.0,1809,0.06,44,24,107.0,0
1035,14,17.5,0.0,3.5,30.0,807,0.059,94,85,76.0,0
1083,14,20.4,0.0,2.0,25.0,755,0.063,91,81,105.0,0
1095,14,21.9,0.0,2.3,45.0,925,0.049,72,36,181.0,0
1131,14,24.4,0.0,3.4,31.0,1972,0.061,36,22,217.0,0
1208,14,19.1,0.0,1.7,44.0,1155,0.036,34,29,112.0,0
1281,14,26.4,0.0,2.1,28.0,1731,0.045,59,34,149.0,0
1291,14,19.2,0.0,4.0,16.0,1935,0.048,24,13,149.0,0
1427,14,25.0,0.0,3.1,44.0,1989,0.053,27,17,161.0,0
1441,14,26.6,0.0,4.1,31.0,1976,0.076,43,25,225.0,0
1456,14,25.6,0.0,3.9,41.0,1598,0.061,40,27,226.0,0
1492,14,21.4,0.0,5.7,23.0,1825,0.058,102,18,136.0,0
1562,14,14.1,1.0,3.2,50.0,1645,0.045,46,39,2.0,0
1647,14,20.4,0.0,3.6,12.0,2000,0.047,23,13,108.0,0
1668,14,21.1,0.0,3.5,22.0,1855,0.068,46,22,127.0,0
1671,14,26.3,0.0,4.3,31.0,1060,0.09,58,29,190.0,0
1740,14,27.9,0.0,3.8,27.0,1836,0.065,51,30,115.0,0
1772,14,21.4,0.0,2.0,43.0,1722,0.045,39,22,132.0,0
1776,14,27.2,0.0,4.7,26.0,1866,0.068,47,27,107.0,0
1783,14,19.5,0.0,4.2,38.0,2000,0.053,18,14,224.0,0
1807,14,19.2,0.0,5.6,16.0,1424,0.045,153,17,106.0,0
1834,14,22.1,0.0,6.0,22.0,1732,0.053,66,33,243.0,0
1868,14,18.9,0.0,5.0,34.0,1602,0.06,60,35,112.0,0
1924,14,13.8,1.0,4.8,74.0,1955,0.044,33,23,1.0,0
1947,14,24.0,0.0,2.6,51.0,1946,0.042,34,26,92.0,0
1958,14,21.6,0.0,4.5,27.0,2000,0.049,20,10,150.0,0
2033,14,22.9,0.0,1.8,54.0,666,0.047,98,34,116.0,0
2055,14,19.1,0.0,2.2,67.0,1181,0.042,36,25,82.0,0
2070,14,16.5,0.0,3.8,20.0,2000,0.037,52,25,113.0,0
2157,14,28.4,0.0,1.9,20.0,1346,0.082,78,38,179.0,0
48,15,18.0,0.0,3.3,20.0,2000,0.045,54,21,106.0,0
67,15,19.7,0.0,4.5,31.0,1795,0.065,64,39,138.0,0
105,15,21.1,0.0,6.0,19.0,1957,0.072,35,17,348.0,0
128,15,29.1,0.0,3.9,20.0,1950,0.069,50,30,106.0,0
175,15,28.4,0.0,5.1,43.0,990,0.099,77,49,97.0,0
205,15,22.2,0.0,4.9,56.0,1501,0.058,46,24,11.0,0
231,15,19.7,0.0,4.6,16.0,1986,0.047,31,12,104.0,0
359,15,27.0,0.0,3.9,43.0,1090,0.043,54,32,133.0,0
383,15,19.2,0.0,5.4,23.0,2000,0.049,42,13,121.0,0
436,15,25.6,0.0,2.1,30.0,1894,0.066,44,25,114.0,0
503,15,13.4,1.0,3.7,62.0,969,0.043,43,35,2.0,0
528,15,12.7,1.0,4.8,88.0,293,0.044,57,28,8.0,0
531,15,21.2,0.0,3.7,12.0,2000,0.047,23,12,133.0,0
553,15,29.6,0.0,2.5,22.0,859,0.099,74,38,227.0,0
555,15,23.3,0.0,3.4,58.0,1818,0.036,32,22,110.0,0
579,15,19.7,0.0,3.4,61.0,1053,0.044,48,29,113.0,0
619,15,20.0,0.0,4.0,39.0,2000,0.055,22,17,281.0,0
632,15,18.8,0.0,3.8,41.0,1632,0.043,78,26,119.0,0
672,15,24.2,0.0,5.0,30.0,1937,0.067,48,25,140.0,0
693,15,21.6,0.0,3.4,21.0,2000,0.053,33,17,284.0,0
698,15,22.5,0.0,2.9,37.0,848,0.048,145,45,97.0,0
759,15,21.3,0.0,1.3,36.0,1368,0.041,30,27,146.0,0
940,15,20.3,0.0,4.0,51.0,1149,0.067,55,31,120.0,0
967,15,26.3,0.0,3.6,30.0,1805,0.057,50,22,131.0,0
1005,15,26.7,0.0,3.4,30.0,1682,0.057,64,32,205.0,0
1014,15,26.8,0.0,3.7,34.0,1923,0.076,44,29,237.0,0
1045,15,28.4,0.0,2.9,31.0,1247,0.054,44,29,126.0,0
1120,15,26.7,0.0,5.2,34.0,1968,0.079,48,23,275.0,0
1144,15,26.8,0.0,3.4,30.0,1980,0.065,27,18,246.0,0
1190,15,26.8,0.0,2.6,30.0,990,0.067,86,46,132.0,0
1217,15,12.3,1.0,2.5,89.0,1631,0.04,30,18,23.0,0
1294,15,21.9,0.0,5.4,21.0,1907,0.062,92,19,139.0,0
1331,15,20.8,0.0,5.1,25.0,1937,0.073,55,22,113.0,0
1352,15,21.3,0.0,2.2,44.0,1867,0.052,41,24,165.0,0
1362,15,21.3,0.0,3.8,21.0,875,0.077,92,83,111.0,0
1371,15,18.7,0.0,6.4,25.0,1157,0.045,158,15,74.0,0
1382,15,12.0,0.0,1.9,76.0,1216,0.034,23,28,63.0,0
1460,15,20.0,0.0,4.9,35.0,2000,0.052,68,13,311.0,0
1479,15,18.6,0.0,2.8,54.0,619,0.038,54,43,238.0,0
1491,15,15.0,0.0,5.0,29.0,1418,0.06,56,49,284.0,0
1523,15,15.9,0.0,4.3,15.0,2000,0.048,55,11,105.0,0
1638,15,17.9,0.0,3.2,33.0,1890,0.05,69,23,125.0,0
1649,15,18.5,0.0,4.1,24.0,849,0.064,92,83,78.0,0
1675,15,20.9,0.0,4.2,33.0,1598,0.056,65,29,143.0,0
1720,15,13.2,1.0,5.0,86.0,1087,0.047,22,17,14.0,0
1803,15,25.8,0.0,3.2,26.0,1986,0.059,29,19,256.0,0
1844,15,27.4,0.0,3.7,28.0,1237,0.091,57,28,318.0,0
1867,15,23.5,0.0,2.9,53.0,650,0.052,75,38,115.0,0
1873,15,23.3,0.0,2.7,37.0,963,0.069,79,47,269.0,0
1946,15,22.2,0.0,3.4,27.0,2000,0.05,22,10,152.0,0
1978,15,23.9,0.0,3.4,40.0,1259,0.067,66,43,302.0,0
1984,15,18.1,0.0,1.8,31.0,1865,0.029,67,24,98.0,0
2024,15,26.3,0.0,3.4,36.0,2000,0.057,24,17,123.0,0
2052,15,27.4,0.0,3.8,23.0,1957,0.067,47,22,104.0,0
2068,15,23.3,0.0,3.6,45.0,680,0.074,220,51,108.0,0
2073,15,19.6,0.0,4.1,53.0,1995,0.041,39,13,125.0,0
2111,15,13.2,0.0,4.6,34.0,1954,0.051,22,21,104.0,0
2153,15,27.4,0.0,1.7,23.0,1661,0.076,75,33,218.0,0
2156,15,20.2,0.0,3.8,75.0,547,0.039,65,43,105.0,0
2167,15,26.3,0.0,4.3,39.0,1925,0.062,37,23,272.0,0
2170,15,23.1,0.0,4.3,23.0,1798,0.064,54,29,266.0,0
37,16,19.4,0.0,5.9,21.0,2000,0.052,52,14,122.0,0
99,16,22.3,0.0,2.0,20.0,2000,0.055,33,19,264.0,0
149,16,15.8,0.0,5.3,17.0,1923,0.047,57,27,102.0,0
167,16,29.6,0.0,3.6,14.0,2000,0.061,49,28,164.0,0
172,16,23.4,0.0,3.6,39.0,1670,0.074,59,40,291.0,0
181,16,26.2,0.0,4.3,31.0,1718,0.061,47,23,136.0,0
255,16,11.6,1.0,4.3,92.0,320,0.041,57,27,36.0,0
284,16,18.2,0.0,2.7,30.0,1932,0.051,56,15,129.0,0
334,16,27.5,0.0,5.0,24.0,1916,0.067,45,27,148.0,0
367,16,19.2,0.0,3.5,54.0,2000,0.044,32,16,137.0,0
373,16,23.5,0.0,4.1,20.0,1947,0.067,48,25,332.0,0
382,16,21.1,0.0,5.6,21.0,1939,0.075,37,21,382.0,0
411,16,26.6,0.0,4.8,38.0,2000,0.063,30,23,300.0,0
417,16,26.2,0.0,3.9,33.0,2000,0.063,36,23,254.0,0
456,16,29.0,0.0,4.1,41.0,1207,0.106,72,49,126.0,0
575,16,18.4,1.0,8.0,77.0,1006,0.06,61,27,46.0,0
591,16,19.0,0.0,3.2,22.0,1285,0.067,71,59,125.0,0
604,16,24.2,0.0,3.4,33.0,1633,0.075,77,42,296.0,0
636,16,24.4,0.0,3.3,52.0,549,0.078,81,45,127.0,0
649,16,20.5,0.0,4.2,36.0,2000,0.055,20,14,302.0,0
679,16,20.0,0.0,4.9,24.0,1976,0.071,46,19,162.0,0
700,16,27.5,0.0,2.9,38.0,1863,0.083,51,28,263.0,0
712,16,19.7,0.0,5.4,38.0,1589,0.063,58,35,140.0,0
815,16,20.5,0.0,4.6,34.0,1962,0.053,61,14,337.0,0
855,16,18.5,0.0,4.2,38.0,1546,0.051,80,23,138.0,0
907,16,13.2,1.0,3.3,87.0,1342,0.044,24,17,52.0,0
920,16,23.9,0.0,6.0,22.0,2000,0.058,40,14,137.0,0
922,16,21.3,0.0,2.3,43.0,951,0.057,145,43,8.0,0
983,16,30.0,0.0,3.2,16.0,1183,0.1,70,38,304.0,0
1038,16,22.8,0.0,4.3,40.0,716,0.075,212,27,135.0,0
1074,16,11.6,0.0,3.2,80.0,628,0.029,36,33,79.0,0
1132,16,27.5,0.0,3.4,28.0,1984,0.062,22,14,284.0,0
1140,16,19.3,0.0,2.7,76.0,538,0.045,62,41,109.0,0
1224,16,27.8,0.0,1.5,22.0,1644,0.083,71,35,219.0,0
1225,16,26.1,0.0,3.4,27.0,2000,0.057,30,20,274.0,0
1316,16,20.3,0.0,4.8,34.0,1328,0.057,71,29,170.0,0
1319,16,13.0,0.0,3.7,74.0,1888,0.061,34,16,29.0,0
1324,16,15.1,0.0,4.2,26.0,1438,0.066,59,55,222.0,0
1337,16,18.7,0.0,4.9,36.0,1036,0.048,197,22,74.0,0
1350,16,27.7,0.0,1.3,27.0,764,0.065,94,47,127.0,0
1392,16,25.5,0.0,4.3,36.0,1849,0.08,48,27,143.0,0
1402,16,27.2,0.0,4.3,31.0,1281,0.088,57,27,246.0,0
1429,16,14.8,0.0,3.8,29.0,2000,0.054,31,27,172.0,0
1430,16,21.8,0.0,2.3,38.0,1992,0.05,41,21,142.0,0
1437,16,19.4,0.0,3.4,50.0,737,0.049,55,45,250.0,0
1497,16,23.6,0.0,4.4,51.0,1991,0.034,34,22,109.0,0
1575,16,29.4,0.0,2.2,24.0,1703,0.062,43,28,130.0,0
1652,16,17.7,0.0,2.3,32.0,1949,0.037,64,22,118.0,0
1690,16,19.9,0.0,4.8,15.0,1948,0.051,37,14,151.0,0
1708,16,22.8,0.0,1.1,37.0,1296,0.039,36,30,150.0,0
1727,16,19.3,0.0,4.3,65.0,1270,0.049,50,25,122.0,0
1731,16,22.5,0.0,5.6,23.0,1948,0.062,92,19,151.0,0
1760,16,19.0,0.0,3.0,22.0,1990,0.05,55,22,118.0,0
1775,16,22.3,0.0,3.6,11.0,2000,0.05,17,13,149.0,0
1805,16,26.9,0.0,3.7,33.0,1997,0.053,18,14,151.0,0
1821,16,27.7,0.0,2.3,39.0,888,0.061,63,38,142.0,0
1829,16,23.0,0.0,2.9,26.0,2000,0.061,22,8,182.0,0
1954,16,26.3,0.0,3.9,31.0,1821,0.069,55,31,188.0,0
2003,16,21.4,0.0,3.8,21.0,1022,0.076,74,67,110.0,0
2018,16,19.8,0.0,4.2,48.0,892,0.071,63,37,140.0,0
32,17,11.5,1.0,3.0,91.0,555,0.036,29,21,64.0,1
76,17,21.7,0.0,3.0,35.0,2000,0.06,32,19,213.0,1
77,17,25.1,0.0,4.5,33.0,2000,0.06,32,21,268.0,1
81,17,14.6,1.0,2.7,84.0,1645,0.044,21,14,93.0,1
173,17,21.8,0.0,4.0,23.0,1999,0.055,35,20,250.0,1
185,17,27.2,0.0,4.4,45.0,1621,0.082,55,32,304.0,1
201,17,20.8,0.0,3.2,22.0,1135,0.068,74,57,118.0,1
259,17,18.6,0.0,5.8,22.0,1935,0.062,62,16,148.0,1
321,17,23.0,0.0,2.5,40.0,921,0.034,43,35,159.0,1
366,17,22.3,0.0,2.7,42.0,819,0.073,200,28,151.0,1
415,17,24.1,0.0,2.8,53.0,525,0.082,88,51,158.0,1
461,17,28.8,0.0,2.9,40.0,1354,0.093,66,43,176.0,1
507,17,19.5,0.0,2.6,54.0,579,0.059,66,51,195.0,1
548,17,28.1,0.0,2.0,19.0,1665,0.088,65,35,248.0,1
584,17,19.9,1.0,0.9,56.0,1082,0.06,109,37,4.0,1
613,17,19.6,0.0,4.2,36.0,1231,0.059,77,29,205.0,1
647,17,26.6,0.0,4.0,39.0,1081,0.091,84,48,287.0,1
695,17,20.1,0.0,4.5,25.0,2000,0.06,58,29,236.0,1
741,17,20.3,0.0,5.5,35.0,2000,0.053,60,16,276.0,1
860,17,17.7,0.0,4.9,29.0,2000,0.049,53,15,147.0,1
921,17,17.5,0.0,3.7,46.0,1879,0.057,78,26,136.0,1
943,17,26.6,0.0,3.1,33.0,783,0.077,115,55,172.0,1
1011,17,18.9,0.0,4.2,55.0,2000,0.042,32,11,161.0,1
1044,17,22.4,0.0,4.5,39.0,1723,0.071,63,37,261.0,1
1061,17,27.4,0.0,2.8,21.0,2000,0.058,24,12,317.0,1
1115,17,23.5,0.0,2.8,38.0,1893,0.067,56,30,257.0,1
1152,17,27.0,0.0,4.7,27.0,2000,0.065,57,28,185.0,1
1169,17,9.5,1.0,1.4,68.0,2000,0.052,40,37,134.0,1
1176,17,20.8,0.0,5.1,22.0,1996,0.077,42,22,292.0,1
1258,17,19.1,0.0,4.3,31.0,1746,0.047,59,26,129.0,1
1264,17,18.0,0.0,7.1,38.0,1355,0.051,152,21,106.0,1
1269,17,25.0,0.0,4.9,37.0,1368,0.07,63,33,229.0,1
1289,17,25.7,0.0,5.6,41.0,1949,0.065,44,26,309.0,1
1300,17,26.4,0.0,4.2,30.0,1943,0.081,52,31,173.0,1
1313,17,15.2,0.0,5.8,14.0,1956,0.044,57,28,138.0,1
1383,17,12.9,1.0,3.3,82.0,1076,0.047,46,32,45.0,1
1411,17,19.6,0.0,3.4,44.0,844,0.066,74,43,166.0,1
1439,17,23.0,0.0,2.2,11.0,2000,0.052,19,14,214.0,1
1451,17,29.8,0.0,3.9,12.0,2000,0.058,40,11,215.0,1
1542,17,19.6,0.0,5.0,22.0,2000,0.047,41,16,181.0,1
1547,17,19.8,0.0,2.9,68.0,636,0.05,63,39,138.0,1
1606,17,17.2,0.0,4.0,32.0,1567,0.037,67,27,126.0,1
1620,17,25.8,0.0,3.2,27.0,1997,0.054,28,16,316.0,1
1749,17,19.6,0.0,4.0,37.0,2000,0.054,22,20,247.0,1
1814,17,22.8,0.0,3.2,58.0,1940,0.031,33,22,85.0,1
1828,17,23.5,0.0,4.1,17.0,2000,0.066,39,21,300.0,1
1839,17,29.1,0.0,2.3,24.0,1900,0.07,42,27,213.0,1
1848,17,15.5,0.0,3.8,26.0,1372,0.068,50,42,199.0,1
1906,17,23.5,0.0,4.9,24.0,2000,0.051,37,11,188.0,1
1912,17,11.4,0.0,2.3,79.0,1138,0.034,32,28,74.0,1
1940,17,20.6,0.0,3.2,56.0,1539,0.049,52,26,183.0,1
2025,17,18.2,0.0,4.6,28.0,925,0.07,72,59,132.0,1
2028,17,25.7,0.0,3.5,35.0,1951,0.069,51,27,200.0,1
2044,17,28.0,0.0,3.4,37.0,1114,0.068,61,42,187.0,1
2049,17,19.9,0.0,4.5,34.0,1822,0.059,53,33,154.0,1
2084,17,22.2,0.0,5.7,18.0,1948,0.06,88,21,158.0,1
2105,17,27.6,0.0,3.5,39.0,1963,0.052,27,17,222.0,1
2119,17,16.3,1.0,5.9,88.0,492,0.059,38,22,92.0,1
2142,17,29.2,0.0,3.9,25.0,769,0.112,69,38,324.0,1
2179,17,21.1,0.0,3.1,47.0,1973,0.046,38,17,170.0,1
9,18,29.5,0.0,4.8,7.0,2000,0.057,27,11,431.0,1
34,18,18.0,1.0,1.9,82.0,685,0.044,99,42,15.0,1
165,18,25.4,0.0,3.4,33.0,2000,0.06,40,21,369.0,1
178,18,13.3,0.0,4.3,73.0,1518,0.044,45,22,145.0,1
207,18,15.2,0.0,7.4,84.0,453,0.062,62,28,115.0,1
227,18,25.3,0.0,4.7,31.0,2000,0.061,30,17,293.0,1
239,18,19.4,0.0,4.5,37.0,1789,0.058,54,31,305.0,1
459,18,22.0,0.0,3.3,11.0,2000,0.053,17,13,336.0,1
509,18,19.8,0.0,5.3,21.0,2000,0.072,38,22,266.0,1
516,18,22.6,0.0,5.4,18.0,2000,0.066,39,21,252.0,1
537,18,18.3,0.0,4.3,43.0,1304,0.056,76,30,299.0,1
546,18,20.9,0.0,4.2,51.0,686,0.031,59,50,275.0,1
586,18,21.9,0.0,4.1,17.0,1987,0.056,61,16,150.0,1
654,18,20.3,0.0,4.1,24.0,2000,0.059,57,27,320.0,1
692,18,29.3,0.0,2.6,32.0,1661,0.082,45,32,380.0,1
697,18,18.1,0.0,4.1,61.0,2000,0.039,27,16,339.0,1
736,18,26.4,0.0,4.4,50.0,1381,0.083,54,33,305.0,1
761,18,10.6,0.0,3.3,83.0,1108,0.027,31,29,177.0,1
771,18,25.9,0.0,4.5,31.0,2000,0.079,54,29,366.0,1
785,18,24.8,0.0,2.5,48.0,671,0.077,75,48,316.0,1
822,18,27.1,0.0,2.8,26.0,2000,0.057,20,14,342.0,1
963,18,23.8,0.0,3.5,39.0,1777,0.053,66,36,277.0,1
982,18,17.9,0.0,4.5,24.0,2000,0.054,55,17,272.0,1
989,18,16.7,0.0,3.9,36.0,1892,0.044,77,28,239.0,1
997,18,22.9,0.0,5.5,29.0,2000,0.049,36,9,375.0,1
1003,18,12.1,0.0,0.9,46.0,2000,0.049,24,22,137.0,1
1023,18,17.4,0.0,4.1,30.0,2000,0.044,56,23,303.0,1
1030,18,26.7,0.0,4.2,32.0,913,0.095,86,47,286.0,1
1101,18,20.8,0.0,3.9,48.0,1966,0.045,41,21,327.0,1
1148,18,18.0,0.0,2.8,29.0,884,0.065,56,29,207.0,1
